Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Workload_Index
0,1,1,2.0,3.0,4.9,0.32,0.6
1,1,0,3.0,7.0,9.7,0.81,2.1
1,1,1,3.0,7.0,8.5,0.78,2.1
0,0,1,1.0,1.0,2.4,0.17,0.1
1,1,0,4.0,6.0,7.0,0.51,2.4
0,0,0,0.0,1.0,3.5,0.19,0.0
1,0,1,4.0,8.0,5.8,0.53,3.2
0,0,0,0.0,1.0,4.4,0.24,0.0
1,1,1,1.0,2.0,2.2,0.14,0.2
1,1,1,2.0,4.0,6.6,0.44,0.8
1,1,0,2.0,5.0,6.2,0.52,1.0
0,1,0,2.0,4.0,6.1,0.39,0.8
0,1,1,1.0,3.0,5.3,0.35,0.3
1,1,0,3.0,8.0,8.0,0.7,2.4
1,1,1,2.0,4.0,6.7,0.58,0.8
1,1,1,3.0,6.0,6.0,0.52,1.8
1,1,1,0.0,1.0,3.6,0.16,0.0
1,0,1,1.0,3.0,3.4,0.16,0.3
1,1,0,1.0,3.0,5.6,0.42,0.3
0,0,1,0.0,1.0,3.0,0.23,0.0
1,0,1,3.0,5.0,7.9,0.61,1.5
1,0,0,4.0,8.0,7.0,0.71,3.2
0,1,0,2.0,5.0,5.7,0.43,1.0
0,1,1,3.0,7.0,6.3,0.54,2.1
1,1,0,4.0,7.0,7.2,0.71,2.8
0,1,0,2.0,4.0,8.1,0.66,0.8
0,0,1,1.0,3.0,6.3,0.49,0.3
1,1,1,1.0,3.0,4.5,0.36,0.3
1,1,1,2.0,5.0,4.4,0.38,1.0
0,1,0,1.0,1.0,3.2,0.25,0.1
1,1,1,1.0,3.0,4.6,0.36,0.3
1,1,1,0.0,1.0,1.5,0.1,0.0
0,1,0,4.0,7.0,7.2,0.72,2.8
1,1,1,1.0,3.0,4.1,0.28,0.3
0,1,1,4.0,7.0,6.8,0.67,2.8
1,1,0,4.0,8.0,5.8,0.54,3.2
0,0,0,3.0,6.0,5.9,0.52,1.8
0,1,1,1.0,3.0,4.0,0.19,0.3
0,1,1,0.0,1.0,3.1,0.24,0.0
0,0,1,1.0,2.0,5.0,0.39,0.2
1,0,0,3.0,6.0,6.9,0.54,1.8
0,1,1,3.0,4.0,5.4,0.48,1.2
0,1,1,2.0,2.0,4.5,0.26,0.4
1,1,0,3.0,7.0,8.0,0.63,2.1
1,0,1,3.0,6.0,5.2,0.34,1.8
0,1,0,1.0,1.0,2.1,0.15,0.1
0,1,1,1.0,2.0,2.6,0.19,0.2
1,1,0,1.0,3.0,4.9,0.27,0.3
0,1,0,2.0,4.0,3.4,0.25,0.8
0,0,1,3.0,6.0,6.0,0.39,1.8
0,1,0,3.0,6.0,7.6,0.67,1.8
0,1,1,2.0,2.0,4.8,0.26,0.4
0,0,1,2.0,5.0,6.5,0.52,1.0
0,0,1,0.0,1.0,3.9,0.21,0.0
0,0,1,1.0,1.0,2.4,0.09,0.1
1,1,0,4.0,8.0,7.3,0.56,3.2
0,0,0,3.0,4.0,5.2,0.27,1.2
1,1,1,3.0,7.0,7.3,0.56,2.1
1,1,0,3.0,6.0,6.9,0.58,1.8
0,1,1,2.0,4.0,4.4,0.3,0.8
1,1,1,5.0,9.0,8.2,0.85,4.5
0,1,0,3.0,6.0,5.9,0.55,1.8
1,1,0,4.0,8.0,8.2,0.63,3.2
0,1,0,4.0,7.0,6.6,0.59,2.8
0,0,1,3.0,6.0,4.2,0.35,1.8
1,1,0,2.0,3.0,4.0,0.26,0.6
0,1,1,1.0,3.0,3.6,0.2,0.3
0,1,0,2.0,6.0,7.7,0.75,1.2
0,1,0,4.0,8.0,8.4,0.76,3.2
1,0,1,2.0,4.0,4.1,0.33,0.8
1,1,0,2.0,5.0,7.1,0.53,1.0
1,1,1,1.0,2.0,3.7,0.18,0.2
1,1,1,4.0,8.0,8.5,0.69,3.2
0,0,0,1.0,4.0,7.0,0.51,0.4
0,1,0,1.0,2.0,2.5,0.18,0.2
1,1,1,1.0,4.0,5.8,0.53,0.4
1,0,1,1.0,2.0,4.9,0.33,0.2
1,1,0,3.0,6.0,7.3,0.56,1.8
0,1,0,0.0,1.0,4.4,0.28,0.0
1,1,1,4.0,8.0,8.2,0.83,3.2
1,1,0,3.0,6.0,6.7,0.64,1.8
1,1,0,1.0,1.0,4.5,0.24,0.1
0,0,1,2.0,4.0,6.0,0.41,0.8
1,0,1,2.0,6.0,7.8,0.67,1.2
0,1,1,2.0,5.0,6.7,0.52,1.0
1,1,1,3.0,5.0,6.4,0.56,1.5
0,1,0,2.0,4.0,7.3,0.55,0.8
0,1,0,4.0,8.0,7.0,0.66,3.2
0,1,0,3.0,7.0,6.9,0.54,2.1
1,0,1,2.0,3.0,5.7,0.38,0.6
1,1,1,3.0,7.0,7.2,0.51,2.1
0,1,1,4.0,8.0,8.1,0.74,3.2
1,0,0,2.0,5.0,6.0,0.52,1.0
1,1,0,3.0,7.0,8.9,0.87,2.1
1,0,1,1.0,3.0,4.1,0.29,0.3
0,1,1,4.0,9.0,8.8,0.77,3.6
0,1,1,2.0,3.0,5.8,0.46,0.6
0,0,0,1.0,5.0,5.7,0.52,0.5
1,1,1,1.0,2.0,3.7,0.26,0.2
0,1,1,0.0,1.0,3.9,0.2,0.0
1,0,0,3.0,5.0,6.8,0.68,1.5
1,0,0,3.0,5.0,6.9,0.58,1.5
0,0,1,3.0,5.0,5.5,0.44,1.5
0,0,0,2.0,4.0,7.3,0.54,0.8
0,1,1,1.0,3.0,4.5,0.27,0.3
1,1,1,2.0,3.0,3.1,0.23,0.6
1,0,1,1.0,2.0,1.6,0.05,0.2
1,0,0,1.0,3.0,4.3,0.21,0.3
1,0,1,1.0,1.0,2.9,0.14,0.1
1,1,1,2.0,3.0,6.7,0.43,0.6
0,1,1,3.0,5.0,5.8,0.34,1.5
0,0,0,3.0,4.0,6.7,0.5,1.2
1,1,1,2.0,4.0,5.2,0.45,0.8
1,0,1,2.0,5.0,6.6,0.52,1.0
1,0,1,1.0,3.0,2.6,0.2,0.3
0,0,1,3.0,4.0,6.1,0.4,1.2
1,1,0,2.0,3.0,6.3,0.48,0.6
0,1,1,3.0,7.0,8.8,0.7,2.1
1,0,1,3.0,6.0,8.1,0.6,1.8
1,0,1,1.0,2.0,2.1,0.14,0.2
0,1,1,2.0,3.0,5.0,0.27,0.6
1,1,1,2.0,6.0,7.4,0.57,1.2
0,1,1,3.0,7.0,7.7,0.57,2.1
1,1,1,1.0,1.0,2.6,0.12,0.1
1,1,1,1.0,1.0,2.8,0.23,0.1
1,1,1,5.0,10.0,9.1,0.93,5.0
1,1,0,4.0,7.0,7.0,0.65,2.8
1,1,0,2.0,4.0,7.9,0.66,0.8
0,1,1,3.0,6.0,7.7,0.58,1.8
1,1,0,3.0,6.0,8.1,0.73,1.8
0,0,0,4.0,9.0,9.8,1.0,3.6
1,1,0,2.0,5.0,3.9,0.3,1.0
0,1,1,1.0,4.0,4.4,0.32,0.4
1,0,1,2.0,5.0,6.2,0.5,1.0
1,1,0,0.0,1.0,1.0,0.03,0.0
1,0,0,2.0,4.0,6.1,0.49,0.8
1,1,1,2.0,5.0,4.1,0.34,1.0
1,0,0,1.0,2.0,2.8,0.15,0.2
1,0,0,1.0,1.0,1.5,0.07,0.1
1,0,0,1.0,3.0,5.7,0.35,0.3
1,0,1,3.0,6.0,6.8,0.61,1.8
0,0,1,2.0,4.0,5.3,0.33,0.8
0,0,1,1.0,1.0,3.6,0.15,0.1
1,0,1,1.0,2.0,5.5,0.35,0.2
0,1,0,3.0,5.0,5.5,0.48,1.5
1,1,1,1.0,1.0,1.1,0.04,0.1
0,1,0,3.0,5.0,4.9,0.43,1.5
0,0,0,1.0,1.0,1.7,0.13,0.1
1,1,1,2.0,3.0,5.9,0.48,0.6
0,0,0,3.0,7.0,5.9,0.57,2.1
1,0,0,4.0,7.0,6.6,0.51,2.8
1,1,0,4.0,6.0,7.5,0.64,2.4
1,1,1,2.0,4.0,5.0,0.41,0.8
1,1,1,4.0,7.0,7.6,0.75,2.8
0,0,1,4.0,5.0,5.8,0.48,2.0
1,1,1,3.0,5.0,8.4,0.67,1.5
0,1,1,2.0,5.0,5.5,0.45,1.0
1,1,1,3.0,4.0,5.4,0.32,1.2
0,0,1,1.0,4.0,5.3,0.35,0.4
0,0,0,3.0,8.0,7.3,0.74,2.4
0,1,1,1.0,3.0,3.8,0.31,0.3
1,1,0,3.0,5.0,7.1,0.49,1.5
0,1,0,2.0,5.0,6.7,0.53,1.0
0,1,0,2.0,4.0,5.5,0.37,0.8
1,0,0,3.0,5.0,6.2,0.59,1.5
1,1,1,4.0,8.0,7.3,0.74,3.2
0,1,1,2.0,4.0,5.1,0.37,0.8
1,0,0,1.0,4.0,5.0,0.31,0.4
0,0,1,3.0,5.0,6.1,0.5,1.5
1,1,0,1.0,1.0,1.5,0.08,0.1
0,1,0,1.0,3.0,5.8,0.43,0.3
0,0,0,2.0,4.0,7.1,0.61,0.8
1,1,0,4.0,8.0,6.8,0.6,3.2
1,1,1,4.0,7.0,7.7,0.68,2.8
1,1,0,1.0,1.0,0.0,0.0,0.1
1,1,0,5.0,10.0,9.8,0.86,5.0
1,1,0,4.0,8.0,7.5,0.75,3.2
1,0,0,3.0,7.0,6.7,0.59,2.1
0,0,1,1.0,2.0,4.7,0.29,0.2
0,1,1,2.0,5.0,5.1,0.32,1.0
0,0,1,1.0,3.0,4.9,0.36,0.3
0,1,1,1.0,1.0,1.9,0.04,0.1
0,1,1,0.0,1.0,0.0,0.0,0.0
0,1,0,1.0,4.0,7.0,0.5,0.4
1,1,1,1.0,4.0,5.1,0.38,0.4
0,0,1,3.0,4.0,5.9,0.42,1.2
0,1,0,1.0,4.0,4.6,0.32,0.4
1,1,0,4.0,7.0,9.4,0.84,2.8
1,1,0,2.0,6.0,6.9,0.65,1.2
1,0,0,3.0,4.0,6.8,0.47,1.2
1,1,0,3.0,6.0,8.0,0.64,1.8
0,1,0,4.0,8.0,8.6,0.88,3.2
0,0,0,1.0,3.0,6.3,0.47,0.3
0,1,0,2.0,4.0,5.9,0.38,0.8
1,0,1,1.0,4.0,4.3,0.34,0.4
0,1,0,4.0,8.0,7.2,0.7,3.2
1,0,1,2.0,4.0,5.2,0.45,0.8
0,1,0,1.0,2.0,5.2,0.43,0.2
0,1,0,1.0,3.0,5.9,0.38,0.3
0,1,1,3.0,5.0,5.6,0.43,1.5
0,1,0,3.0,6.0,7.7,0.58,1.8
1,1,1,1.0,2.0,3.5,0.18,0.2
0,0,1,2.0,3.0,6.5,0.46,0.6
1,0,1,1.0,4.0,5.9,0.41,0.4
0,1,1,3.0,5.0,6.6,0.48,1.5
1,0,1,1.0,2.0,4.1,0.26,0.2
1,0,1,2.0,4.0,6.2,0.44,0.8
1,0,1,4.0,7.0,6.9,0.49,2.8
0,1,1,1.0,2.0,3.8,0.25,0.2
0,1,0,4.0,8.0,8.8,0.7,3.2
0,1,1,1.0,3.0,4.7,0.31,0.3
1,1,0,2.0,4.0,7.5,0.65,0.8
1,0,0,2.0,5.0,7.0,0.66,1.0
1,1,1,4.0,8.0,9.1,0.75,3.2
0,0,1,2.0,2.0,4.5,0.24,0.4
1,1,1,1.0,2.0,5.1,0.3,0.2
1,0,1,2.0,3.0,3.5,0.27,0.6
1,0,0,4.0,9.0,8.6,0.71,3.6
0,1,1,1.0,2.0,4.8,0.43,0.2
0,1,0,1.0,2.0,0.2,0.0,0.2
1,0,1,2.0,4.0,4.6,0.4,0.8
0,1,1,1.0,4.0,4.9,0.34,0.4
1,1,1,2.0,4.0,4.9,0.33,0.8
1,1,1,3.0,6.0,7.3,0.51,1.8
1,1,1,1.0,1.0,4.5,0.26,0.1
0,0,0,4.0,6.0,7.3,0.61,2.4
0,0,0,5.0,8.0,8.1,0.84,4.0
1,1,0,2.0,6.0,7.9,0.65,1.2
0,1,1,2.0,3.0,6.5,0.45,0.6
0,1,1,0.0,1.0,2.5,0.15,0.0
0,1,0,3.0,7.0,7.4,0.55,2.1
1,1,1,1.0,3.0,3.7,0.18,0.3
1,0,0,3.0,5.0,6.3,0.59,1.5
0,1,1,3.0,5.0,5.3,0.36,1.5
1,1,1,3.0,5.0,5.7,0.43,1.5
1,0,0,2.0,4.0,7.5,0.61,0.8
0,0,0,3.0,6.0,7.5,0.56,1.8
0,1,1,3.0,5.0,6.5,0.56,1.5
0,0,1,0.0,2.0,3.6,0.16,0.0
1,1,0,3.0,5.0,6.3,0.49,1.5
1,0,0,1.0,3.0,4.7,0.28,0.3
1,1,1,2.0,6.0,6.4,0.52,1.2
0,0,0,4.0,6.0,8.7,0.69,2.4
1,1,0,4.0,8.0,7.5,0.78,3.2
1,0,1,2.0,3.0,5.5,0.31,0.6
1,0,1,0.0,1.0,2.8,0.2,0.0
1,1,1,0.0,2.0,4.2,0.22,0.0
1,1,0,3.0,8.0,9.0,0.74,2.4
1,1,0,2.0,6.0,6.5,0.51,1.2
1,0,1,3.0,6.0,7.5,0.56,1.8
1,1,1,3.0,4.0,5.1,0.37,1.2
1,1,0,1.0,4.0,4.7,0.34,0.4
0,1,1,2.0,3.0,5.6,0.42,0.6
1,0,0,1.0,3.0,5.2,0.4,0.3
0,1,0,3.0,6.0,8.2,0.71,1.8
1,1,0,2.0,6.0,7.4,0.53,1.2
1,1,0,3.0,7.0,8.2,0.75,2.1
1,1,0,4.0,9.0,8.9,0.89,3.6
1,0,0,2.0,4.0,4.7,0.38,0.8
0,1,0,2.0,3.0,6.0,0.4,0.6
1,1,1,3.0,6.0,8.6,0.66,1.8
1,1,1,1.0,2.0,4.2,0.33,0.2
0,1,1,3.0,5.0,3.9,0.34,1.5
0,1,0,2.0,5.0,7.4,0.69,1.0
0,0,0,1.0,3.0,3.7,0.25,0.3
1,1,0,4.0,9.0,8.6,0.73,3.6
1,0,1,0.0,1.0,3.9,0.21,0.0
1,0,1,4.0,8.0,7.4,0.63,3.2
0,1,0,1.0,3.0,3.7,0.3,0.3
0,1,0,4.0,6.0,7.1,0.67,2.4
0,0,1,1.0,2.0,5.3,0.36,0.2
0,1,0,4.0,9.0,9.4,0.92,3.6
1,1,0,3.0,6.0,6.9,0.53,1.8
0,1,0,4.0,6.0,6.5,0.62,2.4
0,1,1,1.0,2.0,2.3,0.17,0.2
1,1,1,1.0,3.0,5.1,0.45,0.3
1,1,0,3.0,5.0,7.2,0.57,1.5
1,1,1,4.0,6.0,6.3,0.52,2.4
1,0,0,1.0,3.0,4.9,0.35,0.3
0,1,0,1.0,2.0,4.3,0.25,0.2
1,1,0,2.0,5.0,5.7,0.52,1.0
1,1,0,1.0,4.0,5.4,0.31,0.4
0,1,0,3.0,7.0,8.8,0.86,2.1
0,0,1,5.0,9.0,8.2,0.88,4.5
0,0,1,2.0,3.0,2.2,0.06,0.6
1,0,0,3.0,5.0,5.1,0.45,1.5
1,1,1,3.0,6.0,7.0,0.63,1.8
1,0,1,1.0,3.0,2.8,0.18,0.3
0,1,1,2.0,4.0,6.3,0.41,0.8
1,1,0,3.0,6.0,7.0,0.56,1.8
0,0,0,1.0,3.0,6.9,0.46,0.3
1,1,0,1.0,4.0,5.8,0.42,0.4
0,1,1,2.0,4.0,4.2,0.33,0.8
0,1,1,0.0,1.0,3.5,0.22,0.0
1,1,1,3.0,8.0,6.9,0.7,2.4
0,1,1,1.0,2.0,5.3,0.28,0.2
0,1,1,1.0,1.0,5.0,0.25,0.1
0,1,0,0.0,1.0,1.4,0.01,0.0
0,1,0,2.0,3.0,4.5,0.24,0.6
0,1,1,3.0,6.0,6.5,0.51,1.8
0,1,1,1.0,4.0,7.5,0.54,0.4
0,0,1,2.0,4.0,4.0,0.33,0.8
1,0,0,3.0,5.0,6.6,0.44,1.5
0,1,1,0.0,2.0,4.1,0.3,0.0
1,0,0,0.0,1.0,4.4,0.27,0.0
1,1,0,3.0,7.0,7.1,0.62,2.1
0,0,1,2.0,5.0,6.4,0.44,1.0
1,0,1,4.0,7.0,6.1,0.58,2.8
1,1,0,2.0,5.0,6.5,0.57,1.0
0,1,1,2.0,4.0,4.6,0.42,0.8
0,0,1,0.0,1.0,1.9,0.14,0.0
1,1,1,1.0,3.0,5.1,0.42,0.3
0,1,0,0.0,1.0,4.1,0.29,0.0
1,1,0,2.0,4.0,5.2,0.38,0.8
1,0,0,4.0,8.0,5.5,0.52,3.2
1,0,0,4.0,9.0,7.2,0.74,3.6
1,0,0,1.0,3.0,6.0,0.52,0.3
1,1,0,0.0,1.0,3.9,0.21,0.0
0,1,1,1.0,2.0,3.3,0.17,0.2
0,1,0,3.0,7.0,6.8,0.69,2.1
1,0,1,0.0,1.0,2.2,0.11,0.0
1,0,0,3.0,7.0,7.7,0.63,2.1
0,0,1,1.0,2.0,4.6,0.26,0.2
0,1,1,0.0,1.0,2.6,0.17,0.0
0,0,0,3.0,7.0,5.9,0.55,2.1
1,1,1,2.0,5.0,6.7,0.56,1.0
0,1,0,2.0,4.0,7.1,0.63,0.8
0,1,1,2.0,3.0,3.6,0.15,0.6
1,1,0,3.0,5.0,7.5,0.53,1.5
0,1,1,3.0,7.0,8.3,0.65,2.1
0,1,0,1.0,4.0,6.7,0.56,0.4
0,1,0,1.0,3.0,7.2,0.51,0.3
1,1,1,3.0,4.0,3.8,0.31,1.2
0,1,1,4.0,9.0,8.5,0.79,3.6
0,1,1,3.0,4.0,5.4,0.45,1.2
0,0,0,1.0,3.0,5.2,0.33,0.3
1,1,0,2.0,4.0,6.7,0.47,0.8
0,0,1,1.0,2.0,2.4,0.19,0.2
1,1,1,1.0,3.0,5.5,0.4,0.3
0,0,0,0.0,1.0,1.7,0.04,0.0
0,1,1,2.0,5.0,4.6,0.36,1.0
0,0,1,1.0,4.0,4.6,0.34,0.4
1,1,1,2.0,3.0,4.4,0.37,0.6
0,0,1,0.0,2.0,4.3,0.26,0.0
1,1,1,1.0,1.0,4.5,0.26,0.1
0,1,0,2.0,5.0,6.2,0.38,1.0
1,1,0,4.0,7.0,7.3,0.71,2.8
1,1,1,1.0,2.0,3.3,0.26,0.2
0,0,0,3.0,6.0,8.6,0.85,1.8
0,1,0,3.0,5.0,6.6,0.65,1.5
0,0,1,1.0,2.0,1.4,0.05,0.2
1,1,1,2.0,5.0,4.0,0.3,1.0
1,1,1,0.0,2.0,2.7,0.13,0.0
1,1,0,3.0,5.0,6.2,0.4,1.5
1,1,0,1.0,1.0,3.3,0.24,0.1
1,1,0,3.0,7.0,8.1,0.69,2.1
0,1,0,3.0,6.0,7.4,0.51,1.8
1,1,1,2.0,3.0,4.7,0.27,0.6
0,1,1,3.0,5.0,5.9,0.48,1.5
1,1,1,1.0,4.0,6.0,0.37,0.4
1,0,1,1.0,3.0,3.5,0.27,0.3
1,0,1,2.0,6.0,8.5,0.74,1.2
0,1,1,3.0,5.0,5.7,0.5,1.5
0,1,0,1.0,3.0,5.3,0.32,0.3
0,1,1,1.0,2.0,3.5,0.27,0.2
0,1,0,4.0,6.0,6.3,0.5,2.4
0,1,1,3.0,6.0,7.5,0.54,1.8
0,0,1,2.0,4.0,7.7,0.59,0.8
0,1,1,2.0,4.0,5.8,0.34,0.8
0,1,1,2.0,5.0,4.7,0.36,1.0
1,1,0,4.0,8.0,7.0,0.51,3.2
1,1,1,3.0,7.0,5.5,0.51,2.1
1,1,1,1.0,3.0,2.7,0.11,0.3
0,0,1,3.0,6.0,5.6,0.51,1.8
0,0,1,4.0,5.0,5.4,0.49,2.0
1,0,0,3.0,6.0,7.8,0.56,1.8
0,1,1,3.0,6.0,5.2,0.41,1.8
0,1,1,1.0,3.0,3.2,0.2,0.3
1,0,0,2.0,3.0,5.3,0.41,0.6
0,0,1,2.0,4.0,4.5,0.35,0.8
1,1,0,3.0,6.0,7.6,0.56,1.8
1,1,1,2.0,5.0,7.5,0.68,1.0
0,0,0,2.0,4.0,5.4,0.43,0.8
0,1,1,2.0,2.0,4.1,0.29,0.4
1,0,0,2.0,5.0,7.7,0.61,1.0
1,1,0,1.0,1.0,0.3,0.04,0.1
1,1,1,1.0,2.0,4.6,0.33,0.2
1,0,0,3.0,5.0,6.8,0.64,1.5
1,1,0,2.0,4.0,7.7,0.65,0.8
0,1,1,2.0,5.0,6.1,0.47,1.0
0,1,1,2.0,5.0,5.9,0.49,1.0
0,1,0,3.0,5.0,5.1,0.45,1.5
0,0,0,2.0,4.0,5.5,0.45,0.8
1,1,0,4.0,7.0,8.6,0.68,2.8
0,1,1,3.0,6.0,6.3,0.47,1.8
1,1,1,2.0,5.0,7.8,0.69,1.0
1,1,1,3.0,6.0,6.1,0.54,1.8
1,0,1,2.0,4.0,4.2,0.2,0.8
1,1,0,3.0,7.0,9.3,0.79,2.1
1,1,1,3.0,7.0,7.6,0.71,2.1
0,1,0,1.0,2.0,5.3,0.36,0.2
0,0,1,4.0,7.0,8.9,0.72,2.8
0,1,1,2.0,4.0,7.3,0.5,0.8
1,0,1,3.0,5.0,5.6,0.52,1.5
1,1,1,1.0,3.0,4.4,0.32,0.3
1,1,1,1.0,1.0,5.1,0.27,0.1
0,1,1,2.0,5.0,7.2,0.6,1.0
1,0,1,4.0,6.0,7.8,0.61,2.4
1,1,0,3.0,6.0,7.0,0.62,1.8
0,1,1,1.0,4.0,4.7,0.41,0.4
1,0,0,2.0,4.0,6.9,0.52,0.8
0,1,0,4.0,8.0,7.3,0.57,3.2
0,1,1,2.0,4.0,5.7,0.46,0.8
1,0,1,1.0,3.0,6.9,0.48,0.3
1,0,0,3.0,7.0,9.8,0.85,2.1
1,1,0,1.0,2.0,3.3,0.2,0.2
1,0,0,4.0,7.0,6.0,0.57,2.8
0,1,0,3.0,5.0,5.3,0.35,1.5
1,0,0,1.0,4.0,5.4,0.33,0.4
0,1,1,1.0,1.0,4.9,0.29,0.1
1,0,1,2.0,5.0,6.0,0.37,1.0
1,1,1,3.0,5.0,4.1,0.34,1.5
0,1,0,2.0,2.0,2.9,0.1,0.4
0,0,0,3.0,4.0,4.9,0.39,1.2
1,0,1,3.0,8.0,8.5,0.91,2.4
1,1,1,2.0,3.0,1.8,0.13,0.6
0,1,0,2.0,3.0,6.4,0.45,0.6
0,1,1,2.0,4.0,6.4,0.49,0.8
1,0,1,1.0,2.0,5.0,0.28,0.2
1,1,0,2.0,6.0,6.1,0.56,1.2
0,1,1,2.0,5.0,3.6,0.31,1.0
0,0,1,2.0,4.0,5.6,0.49,0.8
0,0,1,2.0,6.0,8.7,0.73,1.2
1,0,0,3.0,8.0,7.9,0.78,2.4
1,1,1,0.0,1.0,1.2,0.1,0.0
0,1,1,0.0,2.0,3.3,0.16,0.0
1,0,1,2.0,2.0,2.8,0.09,0.4
0,1,1,3.0,5.0,6.4,0.46,1.5
1,1,0,0.0,1.0,2.5,0.14,0.0
1,1,1,3.0,4.0,4.9,0.36,1.2
0,1,0,3.0,6.0,5.1,0.38,1.8
1,0,1,1.0,3.0,4.9,0.25,0.3
0,1,0,1.0,4.0,6.6,0.51,0.4
0,0,1,2.0,5.0,5.3,0.33,1.0
1,1,0,1.0,2.0,4.5,0.24,0.2
1,0,1,1.0,1.0,0.0,0.0,0.1
0,1,1,1.0,3.0,6.8,0.45,0.3
0,1,1,1.0,2.0,0.7,0.0,0.2
1,1,1,2.0,4.0,4.4,0.37,0.8
1,1,1,2.0,4.0,5.2,0.39,0.8
0,1,0,0.0,1.0,3.7,0.16,0.0
1,1,1,3.0,7.0,6.4,0.57,2.1
1,1,1,1.0,1.0,3.3,0.11,0.1
1,1,1,2.0,5.0,5.3,0.37,1.0
1,1,0,3.0,6.0,7.3,0.58,1.8
0,1,0,4.0,7.0,9.1,0.8,2.8
1,0,1,2.0,4.0,5.3,0.3,0.8
1,1,0,1.0,2.0,4.6,0.27,0.2
1,1,1,2.0,6.0,8.6,0.66,1.2
0,0,1,0.0,1.0,0.0,0.0,0.0
0,1,0,4.0,7.0,6.5,0.53,2.8
0,0,1,1.0,3.0,5.1,0.28,0.3
0,1,1,1.0,2.0,4.2,0.28,0.2
1,1,0,2.0,3.0,3.9,0.31,0.6
1,0,0,2.0,6.0,6.5,0.51,1.2
1,1,1,3.0,5.0,4.6,0.38,1.5
1,1,0,2.0,4.0,7.4,0.62,0.8
1,0,1,1.0,3.0,3.5,0.3,0.3
1,1,0,3.0,4.0,5.4,0.32,1.2
0,0,0,2.0,5.0,7.6,0.57,1.0
0,1,1,1.0,2.0,2.8,0.1,0.2
1,1,0,3.0,5.0,7.1,0.61,1.5
0,1,1,3.0,5.0,6.4,0.58,1.5
1,1,0,2.0,6.0,7.2,0.71,1.2
1,0,0,3.0,5.0,7.7,0.62,1.5
1,1,0,2.0,4.0,7.7,0.56,0.8
0,0,1,1.0,2.0,3.8,0.15,0.2
0,1,1,3.0,7.0,6.5,0.58,2.1
0,1,1,1.0,1.0,0.0,0.0,0.1
0,1,0,4.0,8.0,9.1,0.76,3.2
1,1,0,1.0,4.0,4.1,0.34,0.4
1,1,0,3.0,6.0,8.1,0.64,1.8
1,0,1,4.0,7.0,5.6,0.5,2.8
0,0,1,2.0,5.0,6.3,0.48,1.0
0,1,1,1.0,2.0,0.3,0.02,0.2
1,1,1,3.0,5.0,6.3,0.46,1.5
1,0,1,2.0,5.0,6.9,0.46,1.0
1,1,0,4.0,7.0,7.2,0.63,2.8
0,0,0,1.0,4.0,7.1,0.55,0.4
0,1,1,1.0,2.0,3.5,0.17,0.2
0,1,1,2.0,3.0,3.7,0.23,0.6
0,1,0,2.0,4.0,5.0,0.35,0.8
1,0,1,1.0,2.0,2.0,0.1,0.2
0,0,0,1.0,5.0,5.9,0.53,0.5
1,1,1,1.0,3.0,7.0,0.49,0.3
0,1,1,1.0,2.0,3.2,0.12,0.2
1,0,1,3.0,5.0,6.1,0.43,1.5
1,1,1,2.0,5.0,6.9,0.49,1.0
1,0,0,2.0,4.0,7.7,0.61,0.8
1,0,0,3.0,6.0,7.8,0.64,1.8
0,0,1,3.0,5.0,4.0,0.26,1.5
1,0,1,3.0,5.0,4.0,0.33,1.5
0,1,1,1.0,1.0,1.8,0.14,0.1
1,1,0,3.0,7.0,6.3,0.55,2.1
0,1,1,2.0,4.0,7.1,0.48,0.8
1,0,0,3.0,7.0,6.4,0.56,2.1
0,0,1,0.0,1.0,1.8,0.07,0.0
0,1,1,3.0,5.0,6.0,0.36,1.5
1,1,0,1.0,3.0,3.4,0.17,0.3
1,0,0,4.0,7.0,7.4,0.59,2.8
1,0,0,3.0,8.0,8.1,0.73,2.4
0,1,1,1.0,3.0,5.5,0.32,0.3
1,0,1,3.0,6.0,7.8,0.61,1.8
0,1,1,0.0,1.0,1.8,0.06,0.0
0,1,1,1.0,3.0,2.6,0.15,0.3
0,0,0,2.0,4.0,5.5,0.33,0.8
0,1,1,1.0,2.0,3.7,0.26,0.2
0,1,0,2.0,5.0,6.8,0.57,1.0
1,1,1,2.0,5.0,6.5,0.65,1.0
0,0,1,1.0,4.0,5.0,0.3,0.4
0,0,1,2.0,5.0,5.1,0.33,1.0
0,0,0,2.0,2.0,4.0,0.24,0.4
0,0,1,3.0,3.0,4.6,0.28,0.9
1,1,1,3.0,5.0,8.1,0.61,1.5
1,1,1,1.0,2.0,1.5,0.07,0.2
0,1,0,2.0,3.0,4.4,0.39,0.6
0,1,1,2.0,3.0,6.1,0.44,0.6
1,1,0,4.0,8.0,8.9,0.9,3.2
0,1,0,4.0,8.0,7.6,0.73,3.2
0,0,1,0.0,1.0,1.7,0.13,0.0
0,0,1,2.0,4.0,5.5,0.31,0.8
1,1,1,3.0,6.0,6.2,0.58,1.8
0,1,1,3.0,4.0,5.2,0.45,1.2
0,1,1,0.0,1.0,3.9,0.23,0.0
0,0,0,2.0,3.0,6.5,0.5,0.6
1,1,1,3.0,7.0,9.2,0.81,2.1
